scenario,rep_num,customer_id,num_items,arrival_ts,got_cart_ts,start_produce_ts,finish_produce_ts,got_butcher_ts,release_butcher_ts,start_pantry_ts,finish_pantry_ts,got_cashier_ts,cashier_speed,exit_system_ts,wait_for_cart,produce_time,wait_for_butcher,butcher_time,pantry_time,wait_for_cashier,checkout_time,time_in_system,time_in_system_peritem
base_150c1b18c,1,1043,16.0,406.93129786659216,406.93129786659216,406.982959804225,417.50569525928904,,,417.50569525928904,439.83118558429743,439.83118558429743,0.1473577068087728,442.1889088932378,0.0,10.522735455064037,,,22.32549032500839,22.32549032500839,2.357723308940365,35.257611026645634,2.203600689165352
base_150c1b18c,1,1002,18.0,391.60264417969455,391.60264417969455,393.3980384275977,415.346427749936,,,415.346427749936,439.38302433601274,439.38302433601274,0.20926133495503715,442.5219443603383,0.0,21.9483893223383,,,24.036596586076712,24.036596586076712,3.1389200243255573,50.919300180643745,2.8288500100357634
base_150c1b18c,1,1008,21.0,393.4416885450665,393.4416885450665,394.0577891324185,412.946572609082,,,412.946572609082,442.3620865421816,442.3620865421816,0.06559041697700725,443.54271404776773,0.0,18.88878347666349,,,29.41551393309959,29.41551393309959,1.1806275055861306,50.10102550270125,2.38576311917625
base_150c1b18c,1,1048,19.0,410.70137483101416,410.70137483101416,412.0146495514199,424.233731460487,,,424.233731460487,440.99355125640625,440.99355125640625,0.1535026582882166,443.75659910559415,0.0,12.219081909067086,,,16.75981979591927,16.75981979591927,2.763047849187899,33.055224274579984,1.7397486460305256
base_150c1b18c,1,1025,19.0,398.8826834215844,398.8826834215844,399.5791866534946,406.20191139973326,412.714787653117,419.0184038610737,419.0184038610737,440.5465397096782,440.5465397096782,0.17481057730191496,443.8679406784146,0.0,6.622724746238646,6.512876253383752,6.303616207956679,21.528135848604506,34.34462830994494,3.321400968736384,44.98525725683021,2.3676451187805374
base_150c1b18c,1,1034,16.0,403.4178871951501,403.4178871951501,405.3333993871338,419.0593816145549,,,419.0593816145549,440.63619860358887,440.63619860358887,0.16785062149338478,444.16106165494995,0.0,13.725982227421127,,,21.576816989033944,21.576816989033944,3.5248630513610806,40.74317445979983,2.5464484037374895
base_150c1b18c,1,1028,21.0,400.73548627458746,400.73548627458746,402.2485976915333,415.72160529658515,419.0184038610737,419.0184038610737,419.0184038610737,442.0623034183621,442.0623034183621,0.17191093183844178,444.4690564641003,0.0,13.473007605051862,3.2967985644885403,0.0,23.0438995572884,26.34069812177694,2.406753045738185,43.73357018951282,2.082550961405372
base_150c1b18c,1,1014,14.0,395.23922144030473,395.23922144030473,396.68865975918754,424.2024148423287,424.2024148423287,424.2024148423287,424.2024148423287,442.87371427667404,442.87371427667404,0.1049430839013515,444.76268978689836,0.0,27.513755083141177,0.0,0.0,18.671299434345315,18.671299434345315,1.888975510224327,49.52346834659363,3.537390596185259
base_150c1b18c,1,1042,18.0,406.8595239315697,406.8595239315697,408.1317366884266,424.95511616554506,,,424.95511616554506,441.390241405793,441.390241405793,0.17958218895487618,444.98188518489053,0.0,16.823379477118465,,,16.43512524024794,16.43512524024794,3.5916437790975237,38.12236125332083,2.117908958517824
base_150c1b18c,1,1056,18.0,415.36492362783844,415.36492362783844,415.76602666952226,426.5090347420897,,,426.5090347420897,440.6507632999713,440.6507632999713,0.20724675177219642,445.0029450871874,0.0,10.74300807256742,,,14.141728557881606,14.141728557881606,4.352181787216125,29.638021459348977,1.6465567477416099
base_150c1b18c,1,1045,18.0,408.5679065934686,408.5679065934686,409.6983670429847,421.56587108656936,421.56587108656936,421.56587108656936,421.56587108656936,443.6967721867321,443.6967721867321,0.12051356207673128,445.5044756178831,0.0,11.867504043584631,0.0,0.0,22.13090110016276,22.13090110016276,1.8077034311509692,36.936569024414496,2.052031612467472
