scenario,rep_num,ts,occ
base_150c1b18c,base_150c1b18c,0.0,0.0
base_150c1b18c,base_150c1b18c,23.49537133175083,1.0
base_150c1b18c,base_150c1b18c,24.391592289907923,0.0
base_150c1b18c,base_150c1b18c,26.25368424714673,1.0
base_150c1b18c,base_150c1b18c,28.23171032935941,0.0
base_150c1b18c,base_150c1b18c,36.60100690988486,1.0
base_150c1b18c,base_150c1b18c,37.54274549930594,2.0
base_150c1b18c,base_150c1b18c,37.79177395194678,3.0
base_150c1b18c,base_150c1b18c,38.24583223578522,2.0
base_150c1b18c,base_150c1b18c,38.840614674404115,1.0
base_150c1b18c,base_150c1b18c,40.0266107669124,2.0
base_150c1b18c,base_150c1b18c,40.54302690516684,1.0
base_150c1b18c,base_150c1b18c,41.46640467600983,2.0
base_150c1b18c,base_150c1b18c,41.50514267804586,3.0
base_150c1b18c,base_150c1b18c,41.735831520259424,4.0
base_150c1b18c,base_150c1b18c,41.788316165414834,5.0
base_150c1b18c,base_150c1b18c,42.557276425786405,4.0
base_150c1b18c,base_150c1b18c,42.6791404970953,5.0
base_150c1b18c,base_150c1b18c,42.84516875057525,4.0
base_150c1b18c,base_150c1b18c,43.474402548229676,5.0
base_150c1b18c,base_150c1b18c,43.61965531123177,6.0
base_150c1b18c,base_150c1b18c,43.72249919403525,7.0
base_150c1b18c,base_150c1b18c,44.01556859926965,6.0
base_150c1b18c,base_150c1b18c,44.42853537787613,5.0
base_150c1b18c,base_150c1b18c,44.54549006803278,4.0
base_150c1b18c,base_150c1b18c,45.29000282515719,5.0
base_150c1b18c,base_150c1b18c,45.332897907651116,6.0
base_150c1b18c,base_150c1b18c,45.840111216835396,7.0
base_150c1b18c,base_150c1b18c,46.19725683706184,6.0
base_150c1b18c,base_150c1b18c,46.38887893075505,7.0
base_150c1b18c,base_150c1b18c,46.83005076368943,6.0
base_150c1b18c,base_150c1b18c,46.91959872439508,5.0
base_150c1b18c,base_150c1b18c,47.73399597580536,4.0
base_150c1b18c,base_150c1b18c,47.797548948756564,3.0
base_150c1b18c,base_150c1b18c,48.32685145084511,4.0
base_150c1b18c,base_150c1b18c,49.03027745558018,5.0
base_150c1b18c,base_150c1b18c,49.03701743955246,4.0
base_150c1b18c,base_150c1b18c,49.38968036228738,5.0
base_150c1b18c,base_150c1b18c,49.801077714512545,4.0
base_150c1b18c,base_150c1b18c,49.83997556969949,5.0
base_150c1b18c,base_150c1b18c,49.89556122806495,6.0
base_150c1b18c,base_150c1b18c,49.98368850135699,7.0
base_150c1b18c,base_150c1b18c,50.34867582474361,8.0
base_150c1b18c,base_150c1b18c,50.70659555007777,7.0
base_150c1b18c,base_150c1b18c,51.01478017095022,6.0
base_150c1b18c,base_150c1b18c,51.31316217051037,7.0
base_150c1b18c,base_150c1b18c,51.39292311899526,8.0
base_150c1b18c,base_150c1b18c,51.60017058618525,7.0
base_150c1b18c,base_150c1b18c,52.06871850093354,8.0
base_150c1b18c,base_150c1b18c,52.33075579213776,9.0
base_150c1b18c,base_150c1b18c,52.77963282687834,8.0
base_150c1b18c,base_150c1b18c,53.07021559480689,7.0
base_150c1b18c,base_150c1b18c,53.26960971107395,6.0
base_150c1b18c,base_150c1b18c,53.705046868192234,7.0
base_150c1b18c,base_150c1b18c,53.89072246043453,6.0
base_150c1b18c,base_150c1b18c,54.01807793050136,5.0
base_150c1b18c,base_150c1b18c,54.48993085428036,6.0
base_150c1b18c,base_150c1b18c,54.806031986969266,7.0
base_150c1b18c,base_150c1b18c,54.97825085863248,6.0
base_150c1b18c,base_150c1b18c,55.049548677065864,5.0
base_150c1b18c,base_150c1b18c,55.11645653482799,4.0
base_150c1b18c,base_150c1b18c,55.18987354524279,5.0
base_150c1b18c,base_150c1b18c,55.60320844518814,6.0
base_150c1b18c,base_150c1b18c,55.63863087928352,7.0
base_150c1b18c,base_150c1b18c,55.88203201949791,6.0
base_150c1b18c,base_150c1b18c,56.35562120748814,5.0
base_150c1b18c,base_150c1b18c,57.94304897832906,6.0
base_150c1b18c,base_150c1b18c,58.02400160057654,7.0
base_150c1b18c,base_150c1b18c,58.12097727580692,6.0
base_150c1b18c,base_150c1b18c,58.26385734923035,7.0
base_150c1b18c,base_150c1b18c,58.44732074719935,8.0
base_150c1b18c,base_150c1b18c,58.5996244968409,9.0
base_150c1b18c,base_150c1b18c,58.82928255116096,10.0
base_150c1b18c,base_150c1b18c,58.92359574434899,11.0
base_150c1b18c,base_150c1b18c,59.1189164531469,10.0
base_150c1b18c,base_150c1b18c,59.12879401319627,11.0
base_150c1b18c,base_150c1b18c,59.266471262672894,10.0
base_150c1b18c,base_150c1b18c,59.5314826968045,9.0
base_150c1b18c,base_150c1b18c,59.62272778959104,10.0
base_150c1b18c,base_150c1b18c,59.6723761808487,11.0
base_150c1b18c,base_150c1b18c,59.92240278634659,10.0
base_150c1b18c,base_150c1b18c,59.95084333305622,9.0
base_150c1b18c,base_150c1b18c,60.23848440465035,10.0
base_150c1b18c,base_150c1b18c,60.57672012889997,9.0
base_150c1b18c,base_150c1b18c,61.018523362013866,8.0
base_150c1b18c,base_150c1b18c,61.08281240784388,9.0
base_150c1b18c,base_150c1b18c,61.376751926652496,10.0
base_150c1b18c,base_150c1b18c,61.700657314324104,11.0
base_150c1b18c,base_150c1b18c,61.79145857268772,10.0
base_150c1b18c,base_150c1b18c,62.16387921404274,11.0
base_150c1b18c,base_150c1b18c,62.4087454674518,10.0
base_150c1b18c,base_150c1b18c,62.65871718914367,11.0
base_150c1b18c,base_150c1b18c,62.691118828552256,10.0
base_150c1b18c,base_150c1b18c,62.931490369917704,9.0
base_150c1b18c,base_150c1b18c,63.508569090724244,10.0
base_150c1b18c,base_150c1b18c,63.62119770400041,11.0
base_150c1b18c,base_150c1b18c,63.64025284393954,10.0
base_150c1b18c,base_150c1b18c,63.96695396566861,9.0
base_150c1b18c,base_150c1b18c,64.13080707551971,8.0
base_150c1b18c,base_150c1b18c,64.16142970484529,9.0
base_150c1b18c,base_150c1b18c,64.21508941466092,8.0
base_150c1b18c,base_150c1b18c,64.4336301102814,9.0
base_150c1b18c,base_150c1b18c,64.63057279789044,8.0
base_150c1b18c,base_150c1b18c,64.6655308395235,7.0
base_150c1b18c,base_150c1b18c,64.67199187415018,6.0
base_150c1b18c,base_150c1b18c,64.69960394754023,7.0
base_150c1b18c,base_150c1b18c,65.01583651212057,8.0
base_150c1b18c,base_150c1b18c,65.13788637034965,7.0
base_150c1b18c,base_150c1b18c,65.31861297665961,8.0
base_150c1b18c,base_150c1b18c,65.81192177593073,9.0
base_150c1b18c,base_150c1b18c,66.11031045740624,8.0
base_150c1b18c,base_150c1b18c,66.40314082018914,7.0
base_150c1b18c,base_150c1b18c,66.51209593307686,8.0
base_150c1b18c,base_150c1b18c,66.60844609579961,7.0
base_150c1b18c,base_150c1b18c,66.83964703498877,6.0
base_150c1b18c,base_150c1b18c,67.09245140773653,5.0
base_150c1b18c,base_150c1b18c,67.14870588581951,4.0
base_150c1b18c,base_150c1b18c,67.55116840565343,5.0
base_150c1b18c,base_150c1b18c,67.82263504527684,6.0
base_150c1b18c,base_150c1b18c,68.34246167273096,5.0
base_150c1b18c,base_150c1b18c,68.35528935928193,6.0
base_150c1b18c,base_150c1b18c,68.44966233025524,7.0
base_150c1b18c,base_150c1b18c,68.49093393075748,8.0
base_150c1b18c,base_150c1b18c,68.68310668680292,9.0
base_150c1b18c,base_150c1b18c,68.78152298765609,8.0
base_150c1b18c,base_150c1b18c,69.3382044325744,9.0
base_150c1b18c,base_150c1b18c,69.34506325754764,10.0
base_150c1b18c,base_150c1b18c,69.38287644473984,11.0
base_150c1b18c,base_150c1b18c,69.65751298039781,12.0
base_150c1b18c,base_150c1b18c,69.71300409294064,11.0
base_150c1b18c,base_150c1b18c,70.16784344447287,12.0
base_150c1b18c,base_150c1b18c,70.18327778821796,11.0
base_150c1b18c,base_150c1b18c,70.21695387295038,10.0
base_150c1b18c,base_150c1b18c,70.42741023481994,11.0
base_150c1b18c,base_150c1b18c,70.50105892462523,12.0
base_150c1b18c,base_150c1b18c,71.1947232066594,11.0
base_150c1b18c,base_150c1b18c,71.4962205344502,10.0
base_150c1b18c,base_150c1b18c,71.77130184104628,9.0
base_150c1b18c,base_150c1b18c,72.0336348949004,10.0
base_150c1b18c,base_150c1b18c,72.49121960699588,9.0
base_150c1b18c,base_150c1b18c,72.53951901966751,10.0
base_150c1b18c,base_150c1b18c,72.68752310689183,9.0
base_150c1b18c,base_150c1b18c,72.98689873181061,8.0
base_150c1b18c,base_150c1b18c,72.99225955242395,7.0
base_150c1b18c,base_150c1b18c,73.0524801235465,8.0
base_150c1b18c,base_150c1b18c,73.0954333597403,9.0
base_150c1b18c,base_150c1b18c,73.33984992040138,10.0
base_150c1b18c,base_150c1b18c,73.368098663847,11.0
base_150c1b18c,base_150c1b18c,73.68413730869139,10.0
base_150c1b18c,base_150c1b18c,73.82515836781995,11.0
